Sr.#,District,Tehsil,Markaz,EMIS,"School Name","Male Baseline","Male Current","Male Target","Female Baseline","Female Current","Female Target","Total Baseline","Total Current","Total Target","Achievement %"
199,ATTOCK,"FATEH JANG","BAHTER - MALE",37120066,"GPS ZAINDI",0,0,0,0,0,0,0,0,0,0%
200,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120040,"GGES DHOKRI",57,67,59,80,76,83,137,143,142,100%
201,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120325,"GGES FATEH JANG CITY",119,128,125,195,202,204,314,330,329,100%
202,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120206,"GGES TAJA BARA",66,79,70,222,226,235,288,305,305,100%
203,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120288,"GGPS CHARAT",15,23,16,116,116,123,131,139,139,100%
204,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120264,"GGPS DHOK JABBI (PSSP-III)",0,0,0,0,0,0,0,0,0,0%
205,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120262,"GGPS DHOK MALKAN",0,0,0,0,0,0,0,0,0,0%
206,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120263,"GGPS DHOK MIAN KHAN",0,0,0,0,0,0,0,0,0,0%
207,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120242,"GGPS DHOK SEELO",56,55,61,49,50,53,105,105,114,0%
208,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120164,"GGPS FATEH JANG NO.1",91,96,98,139,136,150,230,232,248,11.1%
209,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120165,"GGPS FATEH JANG NO.2",242,259,252,265,311,276,507,570,528,100%
210,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120166,"GGPS FATEH JANG NO.3",74,87,80,65,74,71,139,161,151,100%
211,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120282,"GGPS PIND NIAZI",10,15,11,42,43,47,52,58,58,100%
212,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120244,"GGPS SADQAL (AJJUWALA)",31,47,33,126,122,136,157,169,169,100%
213,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120245,"GMPS AJUWALA",79,79,88,73,91,81,152,170,169,100%
214,ATTOCK,"FATEH JANG","FATEH JANG - FEMALE",37120260,"GMPS MAQAM KALAN",0,0,0,0,0,0,0,0,0,0%
215,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120122,"GES BHAL SYEDAN",140,141,150,0,0,0,140,141,150,10%
216,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120301,"GES CHASAN WALI DHARI",194,240,196,167,157,169,361,397,365,100%
217,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120124,"GES DHOK SEELO",51,49,56,24,27,26,75,76,82,14.3%
218,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120305,"GES FATEH JANG NO.1",0,0,0,0,0,0,0,0,0,0%
219,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120067,"GES TAJA BARA",203,208,237,0,0,0,203,208,237,14.7%
220,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120098,"GPS BADRA",19,20,22,14,16,16,33,36,38,60%
221,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120094,"GPS DHOK BAGHAN",12,10,15,9,7,11,21,17,26,0%
222,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120119,"GPS DHOK MALAL",0,0,0,0,0,0,0,0,0,0%
223,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120071,"GPS DHOK SYEDAN (F.JANG)",117,116,124,0,4,0,117,120,124,42.9%
224,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120047,"GPS FATEH JANG NO.2",114,132,126,140,149,155,254,281,281,100%
225,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120048,"GPS FATEH JANG WEST (PSSP-II)",0,0,0,0,0,0,0,0,0,0%
226,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120335,"GPS KHOUR ROAD FATEH JANG",106,106,119,0,10,0,106,116,119,76.9%
227,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120070,"GPS MAJHIA",27,29,30,34,34,38,61,63,68,28.6%
228,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120049,"GPS MIAN NOOR FATEH JANG",64,65,68,58,69,62,122,134,130,100%
229,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120116,"GPS STATION ABADI FATEH JANG",159,165,171,104,121,112,263,286,283,100%
230,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120095,"GPS TARBATHI JHANG (PSSP-I)",0,0,0,0,0,0,0,0,0,0%
231,ATTOCK,"FATEH JANG","FATEH JANG - MALE",37120336,"GPS TEHSIL ROAD FATEH JANG NO.1",191,199,209,78,88,85,269,287,294,72%
232,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120274,"GGES DHARI RAI DITTA",38,51,40,177,175,186,215,226,226,100%
233,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120267,"GGES PHAMRA JAGIR",30,23,32,61,61,65,91,84,97,0%
234,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120233,"GGES SHAH RAI SADULLAH",62,80,64,214,204,220,276,284,284,100%
235,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120246,"GGPS DHOK CHOI (GALI JAGEER) (PSSP-II)",0,0,0,0,0,0,0,0,0,0%
236,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120251,"GGPS DHOK MOND (FATEH JANG)",0,0,0,0,0,0,0,0,0,0%
237,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120207,"GGPS DHOK RAI NAIKA",0,0,0,0,0,0,0,0,0,0%
238,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120203,"GGPS HASTAL",0,0,0,0,0,0,0,0,0,0%
239,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120271,"GGPS ISMAIL",0,0,0,0,0,0,0,0,0,0%
240,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120173,"GGPS JEENDAR (PSSP-III)",0,0,0,0,0,0,0,0,0,0%
241,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120273,"GGPS LANI WALA",6,7,7,44,49,49,50,56,56,100%
242,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120202,"GGPS MAJHIA",13,16,15,22,24,25,35,40,40,100%
243,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120272,"GGPS PHAMRA KHLSA",0,0,0,0,0,0,0,0,0,0%
244,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120329,"GGPS SABOO WALI",0,0,0,0,0,0,0,0,0,0%
245,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120270,"GGPS SHAH RAI BHADUR",0,0,0,0,0,0,0,0,0,0%
246,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120035,"GMES TANAZA DAM",27,29,30,20,19,22,47,48,52,20%
247,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120199,"GMPS NAKODAR (GALI JAGEER)  (PSSP-I)",0,0,0,0,0,0,0,0,0,0%
248,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120286,"GMPS PIND KAHOOT (PSSP-II)",0,0,0,0,0,0,0,0,0,0%
249,ATTOCK,"FATEH JANG","GALI JAGEER - FEMALE",37120236,"GMPS SHAH RAI CHARAGH",0,0,0,0,0,0,0,0,0,0%
250,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120083,"GES LUND",25,26,28,9,8,10,34,34,38,0%
251,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120027,"GES MAKI DHOK",100,95,111,39,38,43,139,133,154,0%
252,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120030,"GES PHAMRA JAGIR",44,49,48,6,12,7,50,61,55,100%
253,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120132,"GPS ARRORIA",0,0,0,0,0,0,0,0,0,0%
254,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120058,"GPS DHARI RAI DITTA",0,0,0,0,0,0,0,0,0,0%
255,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120056,"GPS DHOK ALI MUHAMMAD",35,32,39,23,30,25,58,62,64,66.7%
256,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120303,"GPS DHOK DIN ABAD DAKHLY NAKODAR",0,0,0,0,0,0,0,0,0,0%
257,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120136,"GPS DHOK MOUND",0,0,0,0,0,0,0,0,0,0%
258,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120150,"GPS DHOK SAWA (PSSP-III)",0,0,0,0,0,0,0,0,0,0%
259,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120079,"GPS DHOK WALARIAN",10,9,12,8,9,10,18,18,22,0%
260,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120073,"GPS MALIK PUR",0,0,0,0,0,0,0,0,0,0%
261,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120131,"GPS PIND FATEH",0,0,0,0,0,0,0,0,0,0%
262,ATTOCK,"FATEH JANG","GALI JAGEER - MALE",37120068,"GPS SOUK",0,0,0,0,0,0,0,0,0,0%
263,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120217,"GGES BHAL SYEDAN",9,15,10,185,192,197,194,207,207,100%
264,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120249,"GGES BURAJ",0,0,0,324,337,351,324,337,351,48.1%
265,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120227,"GGES MAHOORA",117,139,123,258,266,272,375,405,395,100%
266,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120254,"GGPS DHOK KEER",0,0,0,0,0,0,0,0,0,0%
267,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120284,"GGPS DHOK RANJA",0,0,0,0,0,0,0,0,0,0%
268,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120218,"GGPS FATU WALA",0,0,0,0,0,0,0,0,0,0%
269,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120221,"GGPS GAGAN",54,58,58,109,117,118,163,175,176,92.3%
270,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120225,"GGPS GAROO",35,42,37,83,88,88,118,130,125,100%
271,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120283,"GGPS ICHRIAL",5,14,6,38,40,45,43,54,51,100%
272,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120216,"GGPS KHARALA KALAN",0,0,0,192,208,206,192,208,206,100%
273,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120200,"GGPS KHARALA KHURD",88,89,95,75,74,81,163,163,176,0%
274,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120222,"GGPS NAWA GIRAN",64,65,71,48,46,53,112,111,124,0%
275,ATTOCK,"FATEH JANG","GULYAL - FEMALE",37120223,"GMPS KOTEHRA",78,78,83,122,123,130,200,201,213,7.7%
276,ATTOCK,"FATEH JANG","GULYAL - MALE",37120152,"GES GULYAL",205,221,229,58,66,65,263,288,294,80.6%
277,ATTOCK,"FATEH JANG","GULYAL - MALE",37120123,"GES KHARALA KALAN",285,284,306,0,14,0,285,298,306,61.9%
278,ATTOCK,"FATEH JANG","GULYAL - MALE",37120154,"GPS CHAK FATEH KHAN",0,0,0,0,0,0,0,0,0,0%
279,ATTOCK,"FATEH JANG","GULYAL - MALE",37120140,"GPS DHOK JAT",0,0,0,0,0,0,0,0,0,0%
280,ATTOCK,"FATEH JANG","GULYAL - MALE",37120146,"GPS DHOK KEER",0,0,0,0,0,0,0,0,0,0%
281,ATTOCK,"FATEH JANG","GULYAL - MALE",37120290,"GPS DHOK LANGRIAL",0,0,0,0,0,0,0,0,0,0%
282,ATTOCK,"FATEH JANG","GULYAL - MALE",37120156,"GPS DHOK RANJHA",0,0,0,0,0,0,0,0,0,0%
283,ATTOCK,"FATEH JANG","GULYAL - MALE",37120160,"GPS GAGAN",84,82,94,18,29,20,102,111,114,75%
284,ATTOCK,"FATEH JANG","GULYAL - MALE",37120159,"GPS GAROO",0,0,0,0,0,0,0,0,0,0%
285,ATTOCK,"FATEH JANG","GULYAL - MALE",37120158,"GPS ICHRIAL",46,46,50,6,10,7,52,56,57,80%
286,ATTOCK,"FATEH JANG","GULYAL - MALE",37120334,"GPS JAFFAR",91,101,99,60,60,65,151,161,164,76.9%
287,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120239,"GGCMS DHOK SYEDAN",71,79,77,228,246,247,299,325,324,100%
288,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120214,"GGES DHOK GHIAN",10,17,11,23,23,26,33,40,37,100%
289,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120211,"GGES KAK CHOUDHARY",28,31,30,97,98,104,125,129,134,44.4%
290,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120212,"GGES MIAN RASHIDA",40,47,43,104,107,111,144,154,154,100%
291,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120204,"GGPS ARRORIA",0,0,0,0,0,0,0,0,0,0%
292,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120192,"GGPS BADRA SHARQI",26,23,29,36,35,40,62,58,69,0%
293,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120193,"GGPS DHOK NAMDAR",0,0,0,0,0,0,0,0,0,0%
294,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120339,"GGPS DHOKE DHULLU",0,0,0,0,0,0,0,0,0,0%
295,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120196,"GGPS DOULAT PUR",0,0,0,0,0,0,0,0,0,0%
296,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120213,"GGPS JANGLE",0,0,0,0,0,0,0,0,0,0%
297,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120172,"GGPS LASSA",0,0,0,167,149,177,167,149,177,0%
298,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120171,"GGPS MALIK PUR",0,0,0,0,0,0,0,0,0,0%
299,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120208,"GGPS MANIAN WALA",64,65,70,37,45,40,101,110,110,100%
300,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120201,"GGPS SOAK",0,0,0,0,0,0,0,0,0,0%
301,ATTOCK,"FATEH JANG","JANGLE - FEMALE",37120215,"GMES LUDHIAL",62,68,65,157,152,164,219,220,229,10%
302,ATTOCK,"FATEH JANG","JHANG - FEMALE",37120266,"GGES GHAKHAR",23,40,25,197,195,210,220,235,235,100%
303,ATTOCK,"FATEH JANG","JHANG - FEMALE",37120175,"GGPS AMIR KHAN",29,29,31,41,47,44,70,76,75,100%
304,ATTOCK,"FATEH JANG","JHANG - FEMALE",37120278,"GGPS BALRAH",0,0,0,0,0,0,0,0,0,0%
305,ATTOCK,"FATEH JANG","JHANG - FEMALE",37120177,"GGPS BEHLOT",0,0,0,147,157,157,147,157,157,100%
306,ATTOCK,"FATEH JANG","JHANG - FEMALE",37120182,"GGPS BHAGVI",18,20,20,45,50,50,63,70,70,100%
307,ATTOCK,"FATEH JANG","JHANG - FEMALE",37120181,"GGPS DHOK BALOCH",0,0,0,0,0,0,0,0,0,0%
308,ATTOCK,"FATEH JANG","JHANG - FEMALE",37120331,"GGPS JHANG",99,107,107,127,142,138,226,249,245,100%
309,ATTOCK,"FATEH JANG","JHANG - FEMALE",37120184,"GGPS KARIMA",14,24,15,96,97,104,110,121,119,100%
310,ATTOCK,"FATEH JANG","JHANG - FEMALE",37120180,"GGPS NAIKA",51,50,54,74,83,78,125,133,132,100%
311,ATTOCK,"FATEH JANG","JHANG - FEMALE",37120174,"GGPS PIND BHADUR KHAN",51,69,54,163,162,174,214,231,228,100%
312,ATTOCK,"FATEH JANG","JHANG - FEMALE",37120179,"GGPS TARBHATI JHANG",0,0,0,0,0,0,0,0,0,0%
313,ATTOCK,"FATEH JANG","JHANG - MALE",37120096,"GES BEHLOT",177,185,191,0,0,0,177,185,191,57.1%
314,ATTOCK,"FATEH JANG","JHANG - MALE",37120111,"GES GAKHAR",118,123,127,13,20,14,131,143,141,100%
315,ATTOCK,"FATEH JANG","JHANG - MALE",37120023,"GES KARIMA",126,135,138,9,16,10,135,151,148,100%
316,ATTOCK,"FATEH JANG","JHANG - MALE",37120099,"GPS AMIR KHAN",89,74,98,68,68,75,157,142,173,0%
317,ATTOCK,"FATEH JANG","JHANG - MALE",37120104,"GPS BAHLOL",40,37,44,10,14,11,50,51,55,20%
318,ATTOCK,"FATEH JANG","JHANG - MALE",37120102,"GPS BHAGVI",0,0,0,0,0,0,0,0,0,0%
319,ATTOCK,"FATEH JANG","JHANG - MALE",37120101,"GPS DHOK BALOCH",0,0,0,0,0,0,0,0,0,0%
320,ATTOCK,"FATEH JANG","JHANG - MALE",37120117,"GPS GARI HASOO KHAN",16,7,18,14,12,16,30,19,34,0%
321,ATTOCK,"FATEH JANG","JHANG - MALE",37120333,"GPS JHANG",77,84,84,44,50,48,121,134,132,100%
322,ATTOCK,"FATEH JANG","JHANG - MALE",37120097,"GPS JOHAD",57,54,60,46,46,49,103,100,109,0%
323,ATTOCK,"FATEH JANG","JHANG - MALE",37120100,"GPS NAIKA",67,69,72,38,34,41,105,103,113,0%
324,ATTOCK,"FATEH JANG","JHANG - MALE",37120103,"GPS PATHAN KOT",49,51,52,52,59,56,101,110,108,100%
325,ATTOCK,"FATEH JANG","JHANG - MALE",37120105,"GPS PERO SHAHI",0,0,0,0,0,0,0,0,0,0%
326,ATTOCK,"FATEH JANG","JHANG - MALE",37120109,"GPS PIND BAHDAR KHAN",99,102,110,47,55,52,146,157,162,68.8%
327,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120237,"GGCMS KOT FATEH KHAN",65,76,73,146,160,163,211,236,236,100%
328,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120247,"GGES DEWAL",58,81,62,284,285,304,342,366,366,100%
329,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120248,"GGES GADDA",69,78,73,134,138,143,203,216,216,100%
330,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120257,"GGES KAMRA FATEH JANG",16,22,17,213,238,228,229,260,245,100%
331,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120235,"GGES LUND",0,18,0,150,155,159,150,173,159,100%
332,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120253,"GGPS BAJAL",0,0,0,0,0,0,0,0,0,0%
333,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120255,"GGPS DHOK FIDA HUSSAIN",0,0,0,0,0,0,0,0,0,0%
334,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120327,"GGPS DHOK JAT",53,51,58,48,52,52,101,103,110,22.2%
335,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120250,"GGPS DOHRIAN",0,0,0,0,0,0,0,0,0,0%
336,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120275,"GGPS PAGH",76,82,81,87,91,93,163,173,174,90.9%
337,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120252,"GGPS SUBJAL",43,57,48,59,57,66,102,114,114,100%
338,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120256,"GGPS ZAMEEN BAJAL",0,0,0,0,0,0,0,0,0,0%
339,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120276,"GMPS DHOK KHAN MULAK NO.1 (PSSP-III)",0,0,0,0,0,0,0,0,0,0%
340,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120259,"GMPS DHOK KIVIRIAN",51,51,57,63,64,70,114,115,127,7.7%
341,ATTOCK,"FATEH JANG","KOT FATEH KHAN - FEMALE",37120258,"GMPS KOT BALA",57,73,65,68,69,77,125,142,142,100%
342,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120026,"GES DEWAL",142,151,161,1,1,1,143,153,162,52.6%
343,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120149,"GES KAMRA FATEH JANG",271,302,292,0,0,0,271,302,292,100%
344,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120137,"GES PAGH",94,95,106,4,12,5,98,107,111,69.2%
345,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120147,"GPS BAJAL",0,0,0,0,0,0,0,0,0,0%
346,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120144,"GPS DHOK AHMED KHAN",52,53,57,43,47,47,95,100,104,55.6%
347,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120145,"GPS DHOK CHACH",27,26,30,15,14,17,42,40,47,0%
348,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120143,"GPS DHOK FIDA HUSSAIN",0,0,0,0,0,0,0,0,0,0%
349,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120304,"GPS DHOK HAJI (DAKHLI GAGGAN) (PSSP-III)",0,0,0,0,0,0,0,0,0,0%
350,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120161,"GPS DHOK KANJAN",9,8,11,12,16,15,21,24,26,60%
351,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120148,"GPS DOHRRIAN (PSSP-II)",0,0,0,0,0,0,0,0,0,0%
352,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120141,"GPS GADDA (PSSP-I)",0,0,0,0,0,0,0,0,0,0%
353,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120135,"GPS ISMAIL",10,12,12,9,8,11,19,20,23,25%
354,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120138,"GPS KOT FATEH KHAN",82,81,92,37,42,41,119,123,133,28.6%
355,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120134,"GPS LANI WALA",51,50,58,0,0,0,51,50,58,0%
356,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120153,"GPS NAWAN GIRAN (PSSP-III)",0,0,0,0,0,0,0,0,0,0%
357,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120133,"GPS SHAH RAI BAHADAR",12,14,14,12,11,14,24,25,28,25%
358,ATTOCK,"FATEH JANG","KOT FATEH KHAN - MALE",37120157,"GPS SUBJAL",37,33,40,23,26,25,60,59,65,0%
359,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120219,"GGES HAVALDAR SAQIB ALI SHAHEED DHULIAL",32,43,35,81,81,87,113,124,122,100%
360,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120234,"GGES MAKI DHOK",35,45,38,121,115,133,156,160,171,26.7%
361,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120232,"GGES SUKHWAL",34,51,37,138,135,149,172,186,186,100%
362,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120285,"GGPS CHAKRALA",0,0,0,0,0,0,0,0,0,0%
363,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120277,"GGPS DHOK ALI MUHAMMAD",53,53,56,36,41,38,89,94,94,100%
364,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120269,"GGPS DHOK FATEH KHAN",0,0,0,0,0,0,0,0,0,0%
365,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120295,"GGPS DHOK KASHMIRIAN (PSSP-III)",0,0,0,0,0,0,0,0,0,0%
366,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120287,"GGPS DHOK MARI",0,0,0,0,0,0,0,0,0,0%
367,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120268,"GGPS DHOK MUGHLAN (PSSP-III)",0,0,0,0,0,0,0,0,0,0%
368,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120332,"GGPS DHURNAL",0,15,0,148,147,162,148,162,162,100%
369,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120231,"GGPS JHANDIAL",0,0,0,0,0,0,0,0,0,0%
370,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120326,"GGPS JOGI MARA",0,0,0,0,0,0,0,0,0,0%
371,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120220,"GGPS KHIDWAL",0,0,0,0,0,0,0,0,0,0%
372,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120229,"GGPS MARI",0,0,0,0,0,0,0,0,0,0%
373,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120205,"GGPS PIND SAHAT (PSSP-III)",0,0,0,0,0,0,0,0,0,0%
374,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120230,"GGPS SIDRIAL",0,0,0,0,0,0,0,0,0,0%
375,ATTOCK,"FATEH JANG","MALAL - FEMALE",37120328,"GMPS PARI (PSSP-I)",0,0,0,0,0,0,0,0,0,0%
376,ATTOCK,"FATEH JANG","MALAL - MALE",37120053,"GES JHANDIAL",132,131,146,10,12,11,142,143,157,6.7%
377,ATTOCK,"FATEH JANG","MALAL - MALE",37120059,"GES JOGI MERA",105,108,112,42,49,45,147,157,157,100%
378,ATTOCK,"FATEH JANG","MALAL - MALE",37120032,"GES MARI",110,103,123,6,18,7,116,121,130,35.7%
379,ATTOCK,"FATEH JANG","MALAL - MALE",37120086,"GES SIDRIAL",83,81,94,13,15,15,96,96,109,0%
380,ATTOCK,"FATEH JANG","MALAL - MALE",37120084,"GPS DHOK BHIRRA",0,0,0,0,0,0,0,0,0,0%
381,ATTOCK,"FATEH JANG","MALAL - MALE",37120060,"GPS DHOK LOHARAN MALAL",0,0,0,0,0,0,0,0,0,0%
382,ATTOCK,"FATEH JANG","MALAL - MALE",37120082,"GPS DHOK MANGALA",0,0,0,0,0,0,0,0,0,0%
383,ATTOCK,"FATEH JANG","MALAL - MALE",37120085,"GPS DHOK MARI",0,0,0,0,0,0,0,0,0,0%
384,ATTOCK,"FATEH JANG","MALAL - MALE",37120291,"GPS DHOK MUGHLAN MALAL (PSSP-III)",0,0,0,0,0,0,0,0,0,0%
385,ATTOCK,"FATEH JANG","MALAL - MALE",37120055,"GPS DHOK NATHEEN",0,0,0,0,0,0,0,0,0,0%
386,ATTOCK,"FATEH JANG","MALAL - MALE",37120054,"GPS DULHAL",0,0,0,0,0,0,0,0,0,0%
387,ATTOCK,"FATEH JANG","MALAL - MALE",37120069,"GPS HASTAL (PSSP-II)",0,0,0,0,0,0,0,0,0,0%
388,ATTOCK,"FATEH JANG","MALAL - MALE",37120052,"GPS KHIDWAL",0,0,0,0,0,0,0,0,0,0%
389,ATTOCK,"FATEH JANG","MALAL - MALE",37120050,"GPS MALAL",134,134,151,0,0,0,134,134,151,0%
390,ATTOCK,"FATEH JANG","MALAL - MALE",37120051,"GPS QULYAR",0,0,0,0,0,0,0,0,0,0%
391,ATTOCK,"FATEH JANG","MALAL - MALE",37120087,"GPS SUKHWAL",0,0,0,0,0,0,0,0,0,0%
392,ATTOCK,"FATEH JANG","QUTBAL - FEMALE",37120198,"GG(CM)ES MANGIAL",80,85,84,177,186,185,257,271,269,100%
393,ATTOCK,"FATEH JANG","QUTBAL - FEMALE",37120194,"GGES KANIAL",0,0,0,239,259,259,239,259,259,100%
394,ATTOCK,"FATEH JANG","QUTBAL - FEMALE",37120294,"GGES PIND FATEH JANG",41,57,45,144,145,157,185,202,202,100%
395,ATTOCK,"FATEH JANG","QUTBAL - FEMALE",37120224,"GGPS DHOK MALAL",21,28,23,80,84,89,101,112,112,100%
